#,Name,Symbol,On Exchange,% Supply On Exchange,1D Change,1D Change %,7D Change,7D Change %,30D Change,30D Change %
516,Rollbit Coin,RLB,416533.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
517,APENFT,NFT,70790056914.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
518,Fei Protocol,FEI,21535.0,0.15,0.0,0.0,-3211.9,-12.98,-1830.66,-7.83
519,Orbler,ORBR,607355.0,0.03,0.0,0.0,0.0,0.0,13929.71,2.35
520,L7 DEX,LSD,42532.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
521,sUSD,SUSD,2214309.0,4.12,-14.9499,0.0,-64.17,0.0,-1100.66,-0.05
522,AIOZ Network,AIOZ,142552746.0,13.26,-43271.12,-0.03,-86809.27,-0.06,-11757046.82,-7.62
523,Echelon Prime,PRIME,654831.0,0.59,8832.28,1.37,59274.47,9.95,46433.26,7.63
524,Paypal USD,PYUSD,113487035.0,37.23,-19300.9,-0.02,-48281.93,-0.04,-1666349.68,-1.45
525,Liquity USD,LUSD,14033.0,0.01,0.0,0.0,0.0,0.0,-59989.35,-81.04
526,PAAL AI,PAAL,27720639.0,2.77,288421.16,1.05,2893298.06,11.65,12203916.54,78.65
527,XT Token,XT,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Blox,CDT,12431319.0,1.24,-7.07e-06,0.0,9069.69,0.07,74415.43,0.6
529,Braintrust,BTRST,1142792.0,0.46,-202168.71,-15.03,-140635.16,-10.96,-224026.59,-16.39
530,Heroes of Mavia,MAVIA,18290934.0,7.32,-166690.82,-0.9,-187069.94,-1.01,0.0,0.0
531,Seedify.fund,SFUND,2643820.0,2.64,27136.32,1.04,-11332.88,-0.43,102242.33,4.02
532,Ecomi,OMI,16425254677.0,3.59,-128449964.0,-0.78,57198088.12,0.35,-588533516.0,-3.46
533,FLEX Coin,FLEX,84.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,renBTC,RENBTC,0.5747,0.19,0.0,0.0,3.454e-05,0.01,3.454e-05,0.01
535,SwissBorg,BORG,21018837.0,2.14,68283.01,0.33,-9735.9,-0.05,435702.96,2.12
536,Ultra,UOS,57565100.0,5.76,-1716518.07,-2.9,-2318532.44,-3.87,-2447812.41,-4.08
537,GuildFi,GF,33484442.0,3.35,730482.28,2.23,7855580.36,30.65,4448780.57,15.32
538,Agoras: Currency of Tau,AGRS,576307.0,1.37,-6893.84,-1.18,-185079.61,-24.31,-172951.81,-23.08
539,Myria,MYRIA,3281988764.0,6.56,-26236117.45,-0.79,-8062001.35,-0.25,214626960.0,7.0
540,Bitpanda,BEST,1133739.0,0.14,-450.08,-0.04,1138.1,0.1,17960.12,1.61
541,Huobi Token,HT,198801756.0,97.46,23746.54,0.01,-3415443.34,-1.69,3305860.76,1.69
542,Valobit,VBIT,71625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,0x0 Token,0X0,45721755.0,4.57,251413.71,0.55,1638114.05,3.72,3882057.73,9.28
544,Polymath Network,POLY,6406318.0,0.64,-88015.18,-1.36,-205787.41,-3.11,-130949.91,-2.0
545,Radiant Capital,RDNT,33402635.0,3.34,1275305.59,3.97,-15854590.19,-32.19,-12181935.54,-26.72
546,DAO Maker,DAO,6735078.0,2.63,-72866.24,-1.07,-175921.2,-2.55,-716296.65,-9.61
547,BORA,BORA,18150183.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0
548,GoMining Token,GMT,6425275.0,1.48,79502.56,1.25,-140729.82,-2.14,1174005.32,22.36
549,Syntropy,NOIA,103971173.0,10.4,413724.55,0.4,-3198296.25,-2.98,-3130832.76,-2.92
550,VVS Finance,VVS,48215228798.0,0.06,0.0,0.0,-1713620434.0,-3.43,-18881833210.0,-28.14
551,Efinity,EFI,15714178.0,0.79,-4275.98,-0.03,-92229.8,-0.58,-794950.02,-4.82
552,Tectum,TET,563560.0,5.64,4838.7,0.87,24298.8,4.51,118837.18,26.72
553,SmarDex,SDEX,286172714.0,2.86,3375271.98,1.19,8978957.23,3.24,-23799016.26,-7.68
554,BinaryX,BNX,269.93,0.0,0.0,0.0,0.0,0.0,5.4038,2.04
555,GameFi,GAFI,39979.0,0.27,-2612.09,-6.13,-5237.83,-11.58,-7977.98,-16.64
556,Trias Token (new),TRIAS,1970203.0,19.7,3899.53,0.2,7271.59,0.37,-266.68,-0.01
557,Nakamoto Games,NAKA,57856.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
558,CUDOS,CUDOS,981023273.0,9.81,8310246.24,0.85,-35946919.65,-3.53,-126702.35,-0.01
559,Delysium,AGI,165393666.0,5.51,-11715953.77,-6.62,-31095871.95,-15.83,-30145232.32,-15.42
560,Stasis Eurs,EURS,177764.0,0.14,0.0,0.0,0.0,0.0,-21.93,-0.01
561,Guild of Guardians,GOG,17957650.0,1.8,-160427.27,-0.89,-35262.84,-0.2,-4110962.75,-18.63
562,ChainGPT,CGPT,77582882.0,7.77,1357680.38,1.78,8705353.63,12.64,7006967.55,9.93
563,ApeX Protocol,APEX,20383379.0,2.4,-98132.3,-0.48,-283631.07,-1.37,657665.59,3.33
564,LUKSO,LYX,6062137.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0
565,DKargo,DKA,44368594.0,0.89,-31452551.92,-41.48,-593261.29,-1.32,2821220.06,6.79
566,inSure,SURE,63472531518.0,72.13,0.0,0.0,4.465e-05,0.0,4.465e-05,0.0
567,Telcoin,TEL,316818301.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
568,Victoria VR,VR,1273247857.0,7.58,1601199.54,0.13,55133755.6,4.53,-45507279.3,-3.45
569,ATOR Protocol,ATOR,16403629.0,16.4,-175136.43,-1.06,-439950.37,-2.61,-670363.42,-3.93
570,Sovryn,SOV,10549.0,0.01,1.888e-05,0.0,0.0,0.0,549.35,5.49
571,Zignaly,ZIG,432947658.0,21.65,-983466.92,-0.23,6990421.26,1.64,8510473.32,2.01
572,Polygon Ecosystem Token,POL,1961421.0,0.02,-12821.89,-0.65,-51916.04,-2.58,-137251.73,-6.54
573,Chainflip,FLIP,3627356.0,4.03,-46871.93,-1.28,-230367.22,-5.97,-226399.31,-5.87
574,Planet Token,PLANET,208666305284.0,20.87,2570895971.0,1.25,-7053830274.0,-3.27,-11206202275.0,-5.1
575,PAID Network,PAID,256867.0,0.04,0.0,0.0,-34.4958,-0.01,-7810.68,-2.95
576,Wilder World,WILD,17179426.0,3.44,51417.01,0.3,307576.43,1.82,743404.14,4.52
577,Tokamak Network,TON,327877.0,0.65,-2897.98,-0.88,-9172.89,-2.72,31005.36,10.44
578,ankrETH,AETH,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Shido (new),SHIDO,1071115979.0,8.24,5411656.85,0.51,-7892156.28,-0.73,-66636718.04,-5.86
580,Metars Genesis,MRS,72725.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
581,Gelato Network,GEL,3995713.0,0.95,10180.17,0.26,-190538.67,-4.55,159240.14,4.15
582,ParaSwap,PSP,17275820.0,0.96,3459335.55,25.04,4134637.03,31.46,4491358.37,35.13
583,Dora Factory(new),DORA,108904431.0,10.89,-10655686.98,-8.91,-11367929.46,-9.45,-30470260.57,-21.86
584,Chintai,CHEX,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,DIMO,DIMO,2146258.0,0.21,537630.5,33.42,323601.53,17.75,-188251.58,-8.06
586,Bifrost,BFC,14163772.0,0.35,5.66e-05,0.0,-82665.97,-0.58,260121.85,1.87
587,Multibit,MUBI,247913068.0,24.79,5296033.95,2.18,15574374.61,6.7,62631366.43,33.8
588,Aleph.im,ALEPH,28696266.0,5.74,-2043913.93,-6.65,-396226.43,-1.36,-17728.35,-0.06
589,DEXTools,DEXT,1457927.0,1.11,-24484.58,-1.65,29371.28,2.06,13682.6,0.95
590,The Root Network,ROOT,280713710.0,2.34,1470402.13,0.53,4140183.73,1.5,-6916680.23,-2.4
591,Uquid Coin,UQC,372971.0,0.93,1.237e-05,0.0,6.82e-06,0.0,1.237e-05,0.0
592,AllianceBlock Nexera,NXRA,316003629.0,37.18,2396013.21,0.76,3573926.72,1.14,6995029.17,2.26
593,MAP Protocol,MAP,112387397.0,1.12,-229826.65,-0.2,-2374270.73,-2.07,-6885267.34,-5.77
594,Anchored Coins EUR,AEUR,66562571.0,99.78,-0.002,0.0,-51296.6,-0.08,-102705.96,-0.15
595,Goldfinch,GFI,2831744.0,2.48,7925.63,0.28,-100739.27,-3.44,355200.84,14.34
596,Quantfury,QTF,401757.0,0.4,-1131.14,-0.28,-7698.77,-1.88,-7798.6,-1.9
597,Bazaars,BZR,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,AVINOC,AVINOC,3065487.0,0.31,13503.66,0.44,20500.72,0.67,444082.52,16.94
599,DeFiChain,DFI,5771566.0,0.52,-1432.3,-0.02,387038.36,7.19,1209586.12,26.51
600,Anyswap,ANY,12060.0,0.01,-6.11e-06,0.0,1.123e-05,0.0,1.26,0.01
601,Tokenlon,LON,2070291.0,1.55,-1.327e-05,0.0,-269263.06,-11.51,358118.21,20.92
602,ZKFair,ZKF,1574599514.0,15.75,40549621.95,2.64,65596531.08,4.35,326149162.0,26.12
603,Banana Gun,BANANA,51812.0,0.54,-879.57,-1.67,-3867.38,-6.95,-6332.59,-10.89
604,Forta,FORT,15239773.0,1.52,1122681.12,7.95,647973.3,4.44,1110514.17,7.86
605,Veritaseum,VERI,53056.0,0.05,-57.9114,-0.11,1594.63,3.1,1938.58,3.79
606,Cobak Token,CBK,2063990.0,2.06,1989.47,0.1,-38105.79,-1.81,-2800.46,-0.14
607,DeFi Pulse Index,DPI,4076.9,0.73,-2.2055,-0.05,-3.2435,-0.08,-8.2568,-0.2
608,Sologenic,SOLO,16626156.0,4.16,60.409,0.0,-8229.64,-0.05,-53443.11,-0.32
609,Metadium,META,621131529.0,31.06,1.862e-05,0.0,-2.939e-05,0.0,4.802e-05,0.0
610,RocketX Exchange,RVF,5355495.0,7.51,-13241.29,-0.25,278198.43,5.48,604046.17,12.71
611,XCAD Network,XCAD,3635065.0,1.83,8831.05,0.24,263107.32,7.8,1266314.26,53.46
612,Pepe 2.0,PEPE2.0,655287711095562.0,155.76,8493256037853.0,1.31,-25416709558740.0,-3.73,-141810282285272.0,-17.79
613,Niza Global,NIZA,590179395.0,7.38,-94030.81,-0.02,549958.85,0.09,1120768.62,0.19
614,Constellation,DAG,1001712715.0,25.04,0.0,0.0,8e-08,0.0,0.0,0.0
615,NuCypher,NU,22486363.0,1.63,-29340.56,-0.13,-454817.23,-1.98,2466486.74,12.32
616,MEMETOON,MEME,580770671.0,0.58,-3462324.77,-0.59,-26300588.44,-4.33,14543353.75,2.57
617,5ire,5IRE,29389971.0,1.96,695705.36,2.42,939834.4,3.3,14345148.12,95.35
618,XSGD,XSGD,645372.0,0.77,-6505.34,-1.0,181740.17,39.2,78240.66,13.8
619,SIDUS HEROES,SIDUS,2387142875.0,10.53,29851007.5,1.27,52751205.15,2.26,314253083.0,15.16
620,Biswap,BSW,242699717.0,40.39,635929.37,0.26,5140999.79,2.16,18036039.1,8.03
621,Mog Coin,MOG,4336396945936.0,1.11,268657046609.0,6.6,299258284819.0,7.41,432881574546.0,11.09
622,Mancium,MANC,305357.0,0.31,0.0,0.0,0.0,0.0,-235.5,-0.08
623,DeversiFi,DVF,2743625.0,2.74,-567.32,-0.02,-571.1,-0.02,-18423.38,-0.67
624,Stronghold Token,SHX,18792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Meter,MTRG,380750.0,0.87,-1421.94,-0.37,9238.64,2.49,-63181.21,-14.23
626,Origin Dollar,OUSD,833700.0,6.22,-147368.13,-15.02,-144215.08,-14.75,-143957.85,-14.72
627,Bitcoin Cats,1CAT,2248951794.0,44.98,32100810.51,1.45,183401103.0,8.88,692789751.0,44.52
628,Solidus Ai Tech,AITECH,147246043.0,7.39,-11543881.53,-7.27,-50898280.07,-25.69,-53888253.52,-26.79
629,COMBO,COMBO,48458467.0,68.2,-4173.38,-0.01,37428.42,0.08,-173754.06,-0.36
630,DXDao,DXD,62.84,0.04,-4.888e-05,0.0,-7.992e-05,0.0,-4.888e-05,0.0
631,DEAPcoin,DEP,1351974858.0,4.51,-66048706.54,-4.66,77417828.48,6.07,-12714550.42,-0.93
632,Maple Finance,MPL,263236.0,2.63,3356.33,1.29,17451.84,7.1,41720.34,18.83
633,Vai,VAI,803313.0,15.9,-182.72,-0.02,-15292.56,-1.87,-160061.67,-16.61
634,Carry,CRE,190732218.0,1.91,37280.79,0.02,675673.87,0.36,-90947271.6,-32.29
635,Euro Coin,EUROC,673702.0,1.38,8870.75,1.33,-24172.8,-3.46,-30102.17,-4.28
636,MetFi,METFI,215011.0,0.04,-20279.17,-8.62,-19843.46,-8.45,-12074.5,-5.32
637,Bitgert,BRISE,11278829334045.0,1.13,-15045242247.0,-0.13,-247654879586.0,-2.15,-173846557071.0,-1.52
638,Strike,STRK,127377.0,1.95,-329.49,-0.26,25816.47,25.42,-4511.96,-3.42
639,ABBC Coin,ABBC,2253849.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
640,Euler Finance,EUL,123976.0,0.46,-1581.47,-1.26,-5544.32,-4.28,-3643.6,-2.86
641,Nuco.cloud,NCDT,2499798.0,5.0,-12757.92,-0.51,-250860.7,-9.12,-300121.08,-10.72
642,cVault.finance,CORE,2.65,0.03,4.399e-05,0.0,1.2088,83.62,0.3172,13.57
643,Ampleforth,AMPL,4236553.0,9.18,34284.7,0.82,155407.19,3.81,792296.27,23.0
644,Seamless,SEAM,436292.0,0.44,17.6035,0.0,-5880.11,-1.33,278258.9,176.08
645,NFT Worlds,WRLD,9929109.0,0.2,82702.21,0.84,-667903.4,-6.3,-1896778.39,-16.04
646,Vaiot,VAI,126546097.0,31.64,-177589.34,-0.14,-1010693.06,-0.79,4654133.12,3.82
647,Vega Protocol,VEGA,5455684.0,8.39,-631227.7,-10.37,-366718.45,-6.3,611595.57,12.63
648,Cornucopias,COPI,2807890.0,0.07,-162872.69,-5.48,678815.86,31.88,303897.37,12.14
649,Chainge Finance,XCHNG,89886341.0,7.49,-282167.44,-0.31,-500878.4,-0.55,0.0,0.0
650,Games for a living,GFAL,328868043.0,3.29,1138568.88,0.35,6501493.38,2.02,33804910.62,11.46
651,Thrupenny,TPY,1153037.0,0.12,0.0,0.0,3.503e-05,0.0,-499999.99,-30.25
652,Clearpool,CPOOL,96742832.0,9.67,1609312.75,1.69,7651690.55,8.59,8008886.3,9.03
653,Altura,ALU,90710555.0,9.16,-433917.77,-0.48,734470.15,0.82,5321632.54,6.23
654,SaitaChain,STC,2279433516.0,22.86,140675.81,0.01,-10443078.85,-0.46,34394802.39,1.53
655,FirmaChain,FCT,191039.0,0.03,1.3e-07,0.0,1.3e-07,0.0,0.0,0.0
656,Wirex,WXT,251242677.0,2.51,638644.7,0.25,15116350.27,6.4,-16316756.78,-6.1
657,Troll,TROLL,203215297136173.0,21.16,17133600311240.0,9.21,9908801795249.0,5.13,118621099590397.0,140.22
658,BLOCKv,VEE,222726394.0,6.11,-9.55e-07,0.0,-107346.99,-0.05,-1431123.86,-0.64
659,Unibot,UNIBOT,92096.0,9.21,4947.05,5.68,5554.72,6.42,24005.71,35.26
660,Tenset,10SET,3285188.0,1.69,-43801.68,-1.32,-29830.62,-0.9,19351.47,0.59
661,KIRA Network,KEX,8091190.0,2.7,40103.5,0.5,-742533.06,-8.41,-1635498.97,-16.81
662,Cere Network,CERE,800394036.0,8.0,1270006.56,0.16,3029221.84,0.38,38144005.34,5.0
663,Dione Protocol,DIONE,2260120889.0,22.85,-11867870.99,-0.52,-14610307.99,-0.64,-20661626.45,-0.91
664,FEG Token V2,FEG,1842077648.0,3.68,30108541.61,1.66,146349453.0,8.63,655605500.0,55.26
665,EverGrow Coin,EGC,543112571376.0,0.12,0.0,0.0,-10708099310.0,-1.93,-10988631031.0,-1.98
666,Whiteheart,WHITE,20.32,0.23,-1.668e-05,0.0,-0.2055,-1.0,-0.2055,-1.0
667,HELLO Token,HELLO,88651235.0,8.87,1579560.63,1.81,4771562.26,5.69,22906421.23,34.84
668,Taraxa,TARA,1892861096.0,18.17,8.24e-06,0.0,1.53e-06,0.0,0.0,0.0
669,LimeWire,LMWR,14264215.0,1.72,-105075.27,-0.73,63858.1,0.45,-396242.01,-2.7
670,HarryPotterObamaSonic10Inu,BITCOIN,17603253.0,1.76,474568.27,2.77,202153.49,1.16,3961502.0,29.04
671,Tether EURt,EURT,417702033.0,104.43,2678.09,0.0,487305.53,0.12,-72503.95,-0.02
672,Stratos,STOS,3275954.0,12.63,-14702.63,-0.45,16185.83,0.5,1426.43,0.04
673,Orbit Chain,ORC,22960622.0,2.42,143498.02,0.63,205098.73,0.9,-157504.21,-0.68
674,Connext,NEXT,17654318.0,1.77,588519.56,3.45,288675.92,1.66,1507063.27,9.33
675,CEEK VR,CEEK,169242596.0,16.92,-174270.79,-0.1,-502813.4,-0.3,-3456240.3,-2.0
676,ONUS,ONUS,2818.56,0.0,0.0,0.0,-231.37,-7.59,-246.27,-8.04
677,Mossland,MOC,523957.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
678,DeRace,DERC,20465860.0,17.05,73847.55,0.36,356338.01,1.77,1008456.03,5.18
679,Sentinel Protocol,UPP,5763536.0,1.15,-6.631e-05,0.0,5.14e-06,0.0,5.14e-06,0.0
680,ApolloX,APX,34349372.0,0.86,-200302.8,-0.58,-445717.97,-1.28,-26964.55,-0.08
681,WAGMI Game,WAGMIGAMES,40600970873.0,1.85,251610571.0,0.62,1850210029.0,4.77,13002115753.0,47.11
682,ArchLoot,ALT,439094.0,0.04,0.0,0.0,9369.65,2.18,57637.68,15.11
683,Locus Chain,LOCUS,132841521.0,1.9,-6.28e-06,0.0,-7.25e-06,0.0,9148093.99,7.4
684,Inspect,INSP,88755046.0,8.88,35310.18,0.04,-2127176.32,-2.34,-5023658.64,-5.36
685,RichQuack,QUACK,1016108208861255.0,2.17,-40549740323328.0,-3.84,-41212201266649.0,-3.9,-95872531881691.0,-8.62
686,Mintlayer,ML,18845143.0,4.71,-31372.76,-0.17,-608387.57,-3.13,2189398.22,13.15
687,RabbitX,RBX,4142907.0,0.41,53111.86,1.3,169384.96,4.26,452638.01,12.27
688,AscendEX (BitMax),ASD,93290420.0,12.56,77924.0,0.08,377361.62,0.41,620886.79,0.67
689,FEG Token,FEG,91728480656894.0,0.22,-2149084550.0,0.0,-195557406246.0,-0.21,-2082363409509.0,-2.22
690,Decimated,DIO,91472.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
691,Opulous,OPUL,10600453.0,2.12,2825992.43,36.35,2166193.24,25.68,1147875.37,12.14
692,Sommelier,SOMM,1491982.0,0.3,7379.99,0.5,67677.23,4.75,99559.39,7.15
693,MCDEX,MCB,31568.0,0.66,55.7,0.18,-743.77,-2.3,-3332.75,-9.55
694,Talken,TALK,12700359.0,2.54,-23350.16,-0.18,-213438.47,-1.65,-1215179.57,-8.73
695,BitMart Coin,BMX,2703126.0,0.31,2.784e-05,0.0,0.0,0.0,0.0,0.0
696,UniLend Finance,UFT,29742680.0,29.74,51321.37,0.17,-39876.31,-0.13,228666.28,0.77
697,TokenFi,TOKEN,384663560.0,3.85,-3003365.28,-0.77,-5221307.46,-1.34,37959587.26,10.95
698,Aura Finance,AURA,107483.0,0.21,-121.79,-0.11,662.38,0.62,-2069.92,-1.89
699,Spheroid Universe,SPH,32783441.0,1.52,-1.032e-05,0.0,1.997e-05,0.0,3569152.76,12.22
700,Crust,CRU,426869.0,2.13,61970.66,16.98,153224.01,55.99,168665.08,65.32
701,H2O DAO,H2O,1222335.0,0.12,0.0,0.0,-2584.94,-0.21,28382.94,2.38
702,PaLM AI,PALM,539329.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
703,ARC,ARC,84287013.0,8.47,-17798.99,-0.02,-1521583.21,-1.77,9715791.6,13.03
704,Velo,VELO,319932972.0,1.33,-9088659.46,-2.76,5415712.6,1.72,-985696.5,-0.31
705,ALTAVA,TAVA,21141227.0,2.11,-335486.05,-1.56,-686128.29,-3.14,-762865.52,-3.48
706,MangoMan Intelligent,MMIT,35497907501867.0,1.76,352218348319.0,1.0,1736061837592.0,5.14,-7446128924246.0,-17.34
707,GamerCoin,GHX,213455619.0,26.42,1469457.85,0.69,14011475.58,7.03,-11709890.86,-5.2
708,Polytrade Finance,TRADE,3872343.0,3.87,12480.42,0.32,-25504.72,-0.65,-52054.53,-1.33
709,e-Radix,eXRD,113478983.0,9.26,101145.12,0.09,2094009.84,1.88,3654934.68,3.33
710,Ordiswap,ORDS,148949733.0,14.89,1631664.2,1.11,-21520480.11,-12.62,35155559.46,30.89
711,Ternoa,CAPS,111488031.0,4.46,98552.12,0.09,385176.41,0.35,10965841.36,10.91
712,GAMEE,GMEE,146267152.0,4.6,-700575.02,-0.48,-3145080.47,-2.1,-20180535.62,-12.12
713,Vectorspace,VXV,9601226.0,19.2,80586.87,0.85,154076.09,1.63,-144206.27,-1.48
714,Doge Killer,LEASH,10966.0,10.19,-74.2832,-0.67,458.23,4.36,676.17,6.57
715,Shapeshift FOX Token,FOX,15199134.0,1.52,1026387.47,7.24,4578873.83,43.11,-3941645.12,-20.59
716,Splintershards,SPS,10942235.0,0.86,-134032.03,-1.21,-1000350.32,-8.38,-197251.43,-1.77
717,Katana Inu,KATA,3020963211.0,6.04,-18205602.74,-0.6,100460399.0,3.44,283532998.0,10.36
718,NuNet,NTX,41202068.0,4.12,704522.49,1.74,7775151.62,23.26,13196369.1,47.12
719,BOB,BOB,331130460797.0,47.99,556405492.0,0.17,-186921509.0,-0.06,5015407913.0,1.54
720,Openfabric AI,OFN,4053067.0,0.81,-431642.76,-9.62,-359719.45,-8.15,664955.38,19.63
721,Wrapped NCG (Nine Chronicles Gold),WNCG,30769992.0,5.41,282339.11,0.93,764539.36,2.55,-840376.1,-2.66
722,FOAM Token,FOAM,8626205.0,0.86,3.779e-05,0.0,3.779e-05,0.0,0.0,0.0
723,Stader,SD,6652085.0,4.43,209483.01,3.25,340048.37,5.39,2090603.98,45.83
724,Castello Coin,CAST,331177.0,0.08,0.0,0.0,0.0,0.0,-31125.61,-8.59
725,UFO Gaming,UFO,3376626430930.0,13.11,406952454.0,0.01,406952454.0,0.01,2609853382.0,0.08
726,Deeper Network,DPR,35433568.0,0.39,-122008.67,-0.34,-305371.29,-0.85,3373832.21,10.52
727,Eco Real Estate,ECOREAL,2299486.0,0.23,0.0,0.0,-4.14e-06,0.0,-4.14e-06,0.0
728,PayCoin,PCI,28558408.0,1.5,3875.0,0.01,186025.35,0.66,1274741.29,4.67
729,Neutrino USD,USDN,17660.0,0.0,3.993e-05,0.0,-6.34e-06,0.0,3.359e-05,0.0
730,Petals,PTS,495674892.0,0.5,0.0,0.0,0.0,0.0,-49288.43,-0.01
731,Propchain,PROPC,2625553.0,3.08,51410.39,2.0,384379.6,17.15,839307.91,46.99
732,Proton,XPR,757386969.0,7.57,5565535.16,0.74,34977283.05,4.84,37840839.1,5.26
733,MILC Platform,MLT,44159033.0,22.08,-195479.9,-0.44,807998.43,1.86,1838291.73,4.34
734,SatoshiVM,SAVM,866606.0,4.13,6596.66,0.77,11214.54,1.31,407143.51,88.61
735,VIDT Datalink,VIDT,1332638.0,2.32,0.0,0.0,-1.953e-05,0.0,0.0,0.0
736,GHO,GHO,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Kishu Inu,KISHU,3.737840077983592e+16,37.38,-215084363745472.0,-0.57,-201803800289893.0,-0.54,36560864553896.0,0.1
738,Numbers Protocol,NUM,16503784.0,2.77,-5612328.07,-25.38,-3925349.48,-19.21,-10300321.34,-38.43
739,Optimus AI,OPTIMUS,22662035.0,22.66,84263.55,0.37,291405.17,1.3,3918635.39,20.91
740,Cellframe,CELL,5454276.0,18.34,3410.21,0.06,-16857.27,-0.31,-504035.52,-8.46
741,KardiaChain,KAI,226936924.0,4.54,-26096.0,-0.01,-50062.8,-0.02,105036.14,0.05
742,Swarm,BZZ,13096154.0,20.68,27933.03,0.21,256782.13,2.0,264732.65,2.06
743,DeGate,DG,1280129.0,0.13,-71858.0,-5.31,-231394.0,-15.31,597813.99,87.62
744,TokenPocket,TPT,112265966.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0
745,Across Protocol,ACX,5195294.0,0.52,156268.79,3.1,-544389.22,-9.48,1616293.61,45.16
746,Poolz Finance,POOLX,167063.0,3.04,-3514.85,-2.06,-2404.8,-1.42,-12992.93,-7.22
747,MVL,MVL,233838978.0,0.78,-741584.31,-0.32,-2102894.52,-0.89,-114883550.0,-32.94
748,HOPR Protocol,HOPR,57647337.0,13.34,164768.76,0.29,-127686.93,-0.22,-2606770.47,-4.33
749,Qredo,QRDO,178942616.0,12.31,-128772.11,-0.07,14650811.64,8.92,47582746.74,36.22
750,Connex,CONX,32364.0,0.03,0.0,0.0,-69998.16,-68.38,-69998.84,-68.38
751,Shine Layer 2,SHT,703487740.0,7.03,-2.534e-05,0.0,0.0,0.0,0.0,0.0
752,Symbiosis Finance,SIS,25187491.0,25.25,117006.42,0.47,608338.99,2.48,1339244.92,5.62
753,GameZone,GZONE,22390115.0,2.67,-282299.8,-1.25,-561254.52,-2.45,-682484.55,-2.96
754,Dejitaru Tsuka,TSUKA,76018829.0,7.6,547017.34,0.72,3820764.73,5.29,18861139.94,33.0
755,ONBUFF,ONIT,31514657.0,4.09,-67162.29,-0.21,55892.67,0.18,4955437.89,18.66
756,Creo Engine,CREO,127434564.0,12.89,915149.08,0.72,141440.61,0.11,21043513.17,19.78
757,Circuits of Value,COVAL,114258449.0,6.39,1011485.96,0.89,-8216.65,-0.01,-10138392.3,-8.15
758,BullPerks,BLP,7050004.0,2.35,-11737.89,-0.17,-46844.23,-0.66,-507281.36,-6.71
759,Carbon,CSIX,48562236.0,4.86,-681972.68,-1.38,740912.42,1.55,5658906.69,13.19
760,Zeon,ZEON,330394476.0,0.66,0.0,0.0,-1.658e-05,0.0,0.0,0.0
761,Image Generation AI,IMGNAI,41247387.0,4.12,-717961.49,-1.71,3689895.23,9.82,9639484.07,30.5
762,Impossible Finance,IDIA,1745950.0,0.17,0.0,0.0,-60.4,0.0,-524.83,-0.03
763,Mute,MUTE,909815.0,2.27,-16643.08,-1.8,-36402.88,-3.85,38966.15,4.47
764,MATH Token,MATH,6931685.0,3.47,56294.4,0.82,17879.32,0.26,582484.16,9.17
765,YooShi,YOOSHI,9950563442876.0,1.0,-32854345861.0,-0.33,-159938465725.0,-1.58,-561283279584.0,-5.34
766,METACADE,MCADE,38577381.0,1.95,407548.09,1.07,-392875.76,-1.01,-5036989.38,-11.55
767,XEN Crypto,XEN,20840262434754.0,33.31,129185829646.0,0.62,862118560834.0,4.32,3295666883649.0,18.78
768,AdShares,ADS,190997.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
769,Turbo,TURBO,24993238188.0,36.22,30890786.47,0.12,-1078187481.0,-4.14,-1996954519.0,-7.4
770,Ton Community,TONC,24769842.0,6.19,-38440.33,-0.15,-28920.45,-0.12,14030.08,0.06
771,Palette,PLT,29789249.0,2.98,-487639.79,-1.61,448436.83,1.53,2334248.81,8.5
772,Centrality,CENNZ,80162.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
773,Karate Combat,KARATE,850771802.0,0.77,-7116167.98,-0.83,5944421.3,0.7,9269969.17,1.1
774,Bubblefong,BBF,34677672.0,4.95,-24213.15,-0.07,-45268.54,-0.13,234844.7,0.68
775,Ellipsis 2.0,EPX,47281103043.0,35.82,-304577606.0,-0.64,127302290.0,0.27,276766461.0,0.59
